id,name,producerName,id,name,subscribersCount,macroCategories,data
5,Pubbliche Amministrazioni Centrali,Autorita' Nazionale Anticorruzione - A.N.AC.,12,Stazioni Appaltanti e Gestori di pubblici servizi,10,"{""id"":""12"",""name"":""Stazioni Appaltanti e Gestori di pubblici servizi"",""subscribersCount"":10}","{""producerName"":""Autorita' Nazionale Anticorruzione - A.N.AC."",""macroCategories"":{""id"":""12"",""name"":""Stazioni Appaltanti e Gestori di pubblici servizi"",""subscribersCount"":10}}"
5,Pubbliche Amministrazioni Centrali,Autorita' Nazionale Anticorruzione - A.N.AC.,13,Privati,13,"{""id"":""13"",""name"":""Privati"",""subscribersCount"":13}","{""producerName"":""Autorita' Nazionale Anticorruzione - A.N.AC."",""macroCategories"":{""id"":""13"",""name"":""Privati"",""subscribersCount"":13}}"
5,Pubbliche Amministrazioni Centrali,Ministero del Lavoro e delle Politiche Sociali,1,Altre Pubbliche Amministrazioni locali,1,"{""id"":""1"",""name"":""Altre Pubbliche Amministrazioni locali"",""subscribersCount"":1}","{""producerName"":""Ministero del Lavoro e delle Politiche Sociali"",""macroCategories"":{""id"":""1"",""name"":""Altre Pubbliche Amministrazioni locali"",""subscribersCount"":1}}"
5,Pubbliche Amministrazioni Centrali,Ministero del Lavoro e delle Politiche Sociali,6,Enti Nazionali di Previdenza ed Assistenza Sociale,1,"{""id"":""6"",""name"":""Enti Nazionali di Previdenza ed Assistenza Sociale"",""subscribersCount"":1}","{""producerName"":""Ministero del Lavoro e delle Politiche Sociali"",""macroCategories"":{""id"":""6"",""name"":""Enti Nazionali di Previdenza ed Assistenza Sociale"",""subscribersCount"":1}}"
5,Pubbliche Amministrazioni Centrali,Ministero del Lavoro e delle Politiche Sociali,7,Regioni e Province autonome,2,"{""id"":""7"",""name"":""Regioni e Province autonome"",""subscribersCount"":2}","{""producerName"":""Ministero del Lavoro e delle Politiche Sociali"",""macroCategories"":{""id"":""7"",""name"":""Regioni e Province autonome"",""subscribersCount"":2}}"
5,Pubbliche Amministrazioni Centrali,Agenzia delle Entrate,1,Altre Pubbliche Amministrazioni locali,1,"{""id"":""1"",""name"":""Altre Pubbliche Amministrazioni locali"",""subscribersCount"":1}","{""producerName"":""Agenzia delle Entrate"",""macroCategories"":{""id"":""1"",""name"":""Altre Pubbliche Amministrazioni locali"",""subscribersCount"":1}}"
5,Pubbliche Amministrazioni Centrali,Agenzia delle Entrate,5,Pubbliche Amministrazioni Centrali,1,"{""id"":""5"",""name"":""Pubbliche Amministrazioni Centrali"",""subscribersCount"":1}","{""producerName"":""Agenzia delle Entrate"",""macroCategories"":{""id"":""5"",""name"":""Pubbliche Amministrazioni Centrali"",""subscribersCount"":1}}"
5,Pubbliche Amministrazioni Centrali,Agenzia delle Entrate,7,Regioni e Province autonome,2,"{""id"":""7"",""name"":""Regioni e Province autonome"",""subscribersCount"":2}","{""producerName"":""Agenzia delle Entrate"",""macroCategories"":{""id"":""7"",""name"":""Regioni e Province autonome"",""subscribersCount"":2}}"
5,Pubbliche Amministrazioni Centrali,MINISTERO DELL'UNIVERSITA' E DELLA RICERCA,3,Comuni,1,"{""id"":""3"",""name"":""Comuni"",""subscribersCount"":1}","{""producerName"":""MINISTERO DELL'UNIVERSITA' E DELLA RICERCA"",""macroCategories"":{""id"":""3"",""name"":""Comuni"",""subscribersCount"":1}}"
5,Pubbliche Amministrazioni Centrali,MINISTERO DELL'UNIVERSITA' E DELLA RICERCA,5,Pubbliche Amministrazioni Centrali,1,"{""id"":""5"",""name"":""Pubbliche Amministrazioni Centrali"",""subscribersCount"":1}","{""producerName"":""MINISTERO DELL'UNIVERSITA' E DELLA RICERCA"",""macroCategories"":{""id"":""5"",""name"":""Pubbliche Amministrazioni Centrali"",""subscribersCount"":1}}"
5,Pubbliche Amministrazioni Centrali,MINISTERO DELL'UNIVERSITA' E DELLA RICERCA,10,Università e AFAM,1,"{""id"":""10"",""name"":""Università e AFAM"",""subscribersCount"":1}","{""producerName"":""MINISTERO DELL'UNIVERSITA' E DELLA RICERCA"",""macroCategories"":{""id"":""10"",""name"":""Università e AFAM"",""subscribersCount"":1}}"
5,Pubbliche Amministrazioni Centrali,Ministero delle infrastrutture e dei trasporti,5,Pubbliche Amministrazioni Centrali,1,"{""id"":""5"",""name"":""Pubbliche Amministrazioni Centrali"",""subscribersCount"":1}","{""producerName"":""Ministero delle infrastrutture e dei trasporti"",""macroCategories"":{""id"":""5"",""name"":""Pubbliche Amministrazioni Centrali"",""subscribersCount"":1}}"
5,Pubbliche Amministrazioni Centrali,Agenzia delle Entrate - Riscossione,null,null,null,,"{""producerName"":""Agenzia delle Entrate - Riscossione"",""macroCategories"":""""}"
6,Enti Nazionali di Previdenza ed Assistenza Sociale,Istituto Nazionale Previdenza Sociale - INPS,3,Comuni,2,"{""id"":""3"",""name"":""Comuni"",""subscribersCount"":2}","{""producerName"":""Istituto Nazionale Previdenza Sociale - INPS"",""macroCategories"":{""id"":""3"",""name"":""Comuni"",""subscribersCount"":2}}"
6,Enti Nazionali di Previdenza ed Assistenza Sociale,Istituto Nazionale Previdenza Sociale - INPS,5,Pubbliche Amministrazioni Centrali,1,"{""id"":""5"",""name"":""Pubbliche Amministrazioni Centrali"",""subscribersCount"":1}","{""producerName"":""Istituto Nazionale Previdenza Sociale - INPS"",""macroCategories"":{""id"":""5"",""name"":""Pubbliche Amministrazioni Centrali"",""subscribersCount"":1}}"
6,Enti Nazionali di Previdenza ed Assistenza Sociale,Istituto Nazionale Previdenza Sociale - INPS,7,Regioni e Province autonome,1,"{""id"":""7"",""name"":""Regioni e Province autonome"",""subscribersCount"":1}","{""producerName"":""Istituto Nazionale Previdenza Sociale - INPS"",""macroCategories"":{""id"":""7"",""name"":""Regioni e Province autonome"",""subscribersCount"":1}}"
6,Enti Nazionali di Previdenza ed Assistenza Sociale,Istituto Nazionale per l'Assicurazione contro gli Infortuni sul Lavoro - INAIL,null,null,null,,"{""producerName"":""Istituto Nazionale per l'Assicurazione contro gli Infortuni sul Lavoro - INAIL"",""macroCategories"":""""}"
7,Regioni e Province autonome,null,null,null,null,null,
8,Consorzi e associazioni regionali,null,null,null,null,null,
9,Scuole,null,null,null,null,null,
10,Università e AFAM,null,null,null,null,null,
11,Istituti di Ricerca,null,null,null,null,null,
12,Stazioni Appaltanti e Gestori di pubblici servizi,PagoPa S.p.A.,1,Altre Pubbliche Amministrazioni locali,1,"{""id"":""1"",""name"":""Altre Pubbliche Amministrazioni locali"",""subscribersCount"":1}","{""producerName"":""PagoPa S.p.A."",""macroCategories"":{""id"":""1"",""name"":""Altre Pubbliche Amministrazioni locali"",""subscribersCount"":1}}"
12,Stazioni Appaltanti e Gestori di pubblici servizi,PagoPa S.p.A.,2,Aziende Ospedaliere e ASL,1,"{""id"":""2"",""name"":""Aziende Ospedaliere e ASL"",""subscribersCount"":1}","{""producerName"":""PagoPa S.p.A."",""macroCategories"":{""id"":""2"",""name"":""Aziende Ospedaliere e ASL"",""subscribersCount"":1}}"
12,Stazioni Appaltanti e Gestori di pubblici servizi,PagoPa S.p.A.,3,Comuni,2480,"{""id"":""3"",""name"":""Comuni"",""subscribersCount"":2480}","{""producerName"":""PagoPa S.p.A."",""macroCategories"":{""id"":""3"",""name"":""Comuni"",""subscribersCount"":2480}}"
12,Stazioni Appaltanti e Gestori di pubblici servizi,PagoPa S.p.A.,4,Province e Città Metropolitane,1,"{""id"":""4"",""name"":""Province e Città Metropolitane"",""subscribersCount"":1}","{""producerName"":""PagoPa S.p.A."",""macroCategories"":{""id"":""4"",""name"":""Province e Città Metropolitane"",""subscribersCount"":1}}"
12,Stazioni Appaltanti e Gestori di pubblici servizi,PagoPa S.p.A.,12,Stazioni Appaltanti e Gestori di pubblici servizi,5,"{""id"":""12"",""name"":""Stazioni Appaltanti e Gestori di pubblici servizi"",""subscribersCount"":5}","{""producerName"":""PagoPa S.p.A."",""macroCategories"":{""id"":""12"",""name"":""Stazioni Appaltanti e Gestori di pubblici servizi"",""subscribersCount"":5}}"
12,Stazioni Appaltanti e Gestori di pubblici servizi,GEROPA SRL,12,Stazioni Appaltanti e Gestori di pubblici servizi,1,"{""id"":""12"",""name"":""Stazioni Appaltanti e Gestori di pubblici servizi"",""subscribersCount"":1}","{""producerName"":""GEROPA SRL"",""macroCategories"":{""id"":""12"",""name"":""Stazioni Appaltanti e Gestori di pubblici servizi"",""subscribersCount"":1}}"
13,Privati,null,null,null,null,null,
